ozone,dzone,fare
20,53,6.72971
20,54,10.0286
20,55,11.3481
20,56,10.6884
20,57,4.75039
20,58,8.04926
20,59,7.38949
20,60,5.41016
20,61,6.06994
20,62,4.75039
20,63,4.75039
20,64,4.75039
20,65,9.36882
20,66,8.70904
20,67,9.36882
20,68,7.38949
20,69,7.38949
20,70,6.72971
20,71,9.36882
20,72,8.70904
20,73,8.04926
20,74,8.04926
20,75,7.38949
20,76,6.72971
20,77,6.06994
20,78,5.41016
20,79,8.04926
21,1,4.75039
21,2,4.09061
21,3,4.09061
21,4,10.0286
21,5,8.04926
21,6,9.36882
21,7,7.38949
21,8,7.38949
21,9,6.72971
21,10,6.72971
21,11,7.38949
21,12,6.06994
21,13,6.72971
21,14,6.06994
21,15,7.38949
21,16,6.72971
21,17,6.06994
21,18,6.06994
21,19,5.41016
21,20,2.77106
21,21,1.45151
21,22,1.45151
21,23,2.11128
21,24,2.77106
21,25,1.45151
21,26,4.09061
21,27,3.43083
21,28,2.11128
21,29,2.77106
21,30,4.75039
21,31,2.77106
21,32,3.43083
21,33,2.77106
21,34,2.11128
21,35,1.45151
21,36,1.45151
21,37,1.45151
21,38,2.11128
21,39,2.11128
21,40,3.43083
21,41,2.77106
21,42,3.43083
21,43,4.75039
21,44,3.43083
21,45,2.77106
21,46,2.11128
21,47,1.45151
21,48,2.11128
21,49,4.75039
21,50,4.09061
21,51,4.75039
21,52,6.06994
21,53,5.41016
21,54,8.04926
21,55,9.36882
21,56,8.70904
21,57,6.72971
21,58,9.36882
21,59,8.70904
21,60,7.38949
21,61,7.38949
21,62,4.09061
21,63,3.43083
21,64,3.43083
21,65,7.38949
21,66,6.72971
21,67,7.38949
21,68,7.38949
21,69,6.06994
21,70,5.41016
21,71,10.0286
21,72,9.36882
21,73,8.70904
21,74,8.70904
21,75,4.75039
21,76,7.38949
21,77,6.72971
21,78,6.06994
21,79,6.72971
22,1,5.41016
22,2,4.75039
22,3,4.75039
22,4,9.36882
22,5,7.38949
22,6,8.70904
22,7,6.72971
22,8,6.72971
22,9,6.06994
22,10,6.06994
22,11,6.72971
22,12,6.72971
22,13,6.72971
22,14,6.06994
22,15,7.38949
22,16,6.72971
22,17,5.41016
22,18,2.77106
22,19,4.75039
22,20,2.11128
22,21,1.45151
22,22,1.45151
22,23,1.45151
22,24,2.11128
22,25,1.45151
22,26,3.43083
22,27,2.77106
22,28,1.45151
22,29,2.11128
22,30,4.75039
22,31,3.43083
22,32,4.09061
22,33,3.43083
22,34,2.77106
22,35,2.11128
22,36,1.45151
22,37,1.45151
22,38,3.43083
22,39,4.09061
22,40,4.09061
22,41,3.43083
22,42,4.09061
22,43,5.41016
22,44,4.09061
22,45,3.43083
22,46,2.77106
22,47,2.11128
22,48,2.77106
22,49,4.09061
22,50,4.75039
22,51,5.41016
22,52,6.72971
22,53,6.06994
22,54,8.70904
22,55,10.0286
22,56,9.36882
22,57,6.72971
22,58,8.70904
22,59,8.04926
22,60,7.38949
22,61,4.09061
22,62,3.43083
22,63,2.77106
22,64,4.09061
22,65,8.04926
22,66,7.38949
22,67,8.04926
22,68,8.04926
22,69,6.72971
22,70,6.06994
22,71,11.3481
22,72,10.6884
22,73,10.0286
22,74,10.0286
22,75,5.41016
22,76,8.70904
22,77,8.04926
22,78,7.38949
22,79,7.38949
23,1,6.06994
23,2,5.41016
23,3,5.41016
23,4,6.06994
23,5,4.09061
23,6,5.41016
23,7,3.43083
23,8,3.43083
23,9,2.77106
23,10,2.77106
23,11,3.43083
23,12,3.43083
23,13,6.06994
23,14,5.41016
23,15,6.72971
23,16,6.06994
23,17,2.11128
23,18,2.11128
23,19,1.45151
23,20,1.45151
23,21,2.11128
23,22,1.45151
23,23,1.45151
23,24,1.45151
23,25,1.45151
23,26,3.43083
23,27,2.77106
23,28,2.11128
23,29,2.77106
23,30,4.09061
23,31,4.75039
23,32,6.06994
23,33,5.41016
23,34,4.75039
23,35,4.09061
23,36,3.43083
23,37,2.77106
23,38,2.77106
23,39,3.43083
23,40,4.75039
23,41,2.77106
23,42,3.43083
23,43,4.09061
23,44,4.75039
23,45,4.09061
23,46,2.77106
23,47,3.43083
23,48,4.09061
23,49,6.06994
23,50,5.41016
23,51,6.06994
23,52,7.38949
23,53,6.72971
23,54,9.36882
23,55,10.6884
23,56,10.0286
23,57,6.06994
23,58,5.41016
23,59,4.75039
23,60,6.72971
23,61,2.77106
23,62,2.11128
23,63,3.43083
23,64,4.75039
23,65,8.70904
23,66,8.04926
23,67,8.70904
23,68,7.38949
23,69,7.38949
23,70,6.72971
23,71,10.6884
23,72,10.0286
23,73,9.36882
23,74,9.36882
23,75,8.70904
23,76,8.04926
23,77,7.38949
23,78,6.72971
23,79,8.04926
24,1,6.72971
24,2,6.06994
24,3,6.06994
24,4,4.75039
24,5,4.09061
24,6,4.09061
24,7,3.43083
24,8,3.43083
24,9,2.77106
24,10,2.77106
24,11,2.77106
24,12,2.77106
24,13,4.09061
24,14,3.43083
24,15,7.38949
24,16,6.72971
24,17,2.11128
24,18,1.45151
24,19,1.45151
24,20,2.11128
24,21,2.77106
24,22,2.11128
24,23,1.45151
24,24,1.45151
24,25,1.45151
24,26,2.77106
24,27,2.11128
24,28,1.45151
24,29,2.11128
24,30,4.75039
24,31,3.43083
24,32,6.06994
24,33,5.41016
24,34,4.75039
24,35,4.09061
24,36,3.43083
24,37,3.43083
24,38,3.43083
24,39,4.09061
24,40,5.41016
24,41,3.43083
24,42,4.09061
24,43,4.75039
24,44,5.41016
24,45,4.75039
24,46,4.09061
24,47,4.09061
24,48,4.75039
24,49,6.72971
24,50,6.06994
24,51,6.72971
24,52,8.04926
24,53,7.38949
24,54,10.0286
24,55,11.3481
24,56,10.6884
24,57,6.72971
24,58,5.41016
24,59,4.75039
24,60,4.75039
24,61,2.11128
24,62,1.45151
24,63,2.77106
24,64,5.41016
24,65,9.36882
24,66,8.70904
24,67,9.36882
24,68,8.04926
24,69,8.04926
24,70,7.38949
24,71,11.3481
24,72,10.6884
24,73,10.0286
24,74,10.0286
24,75,9.36882
24,76,8.70904
24,77,8.04926
24,78,7.38949
24,79,8.70904
25,1,6.06994
25,2,6.06994
25,3,6.06994
25,4,6.06994
25,5,4.09061
25,6,5.41016
25,7,3.43083
25,8,3.43083
25,9,2.77106
25,10,2.77106
25,11,3.43083
25,12,3.43083
25,13,7.38949
25,14,6.72971
25,15,8.04926
25,16,7.38949
25,17,2.11128
25,18,1.45151
25,19,1.45151
25,20,2.77106
25,21,1.45151
25,22,1.45151
25,23,1.45151
25,24,1.45151
25,25,1.45151
25,26,2.77106
25,27,2.11128
25,28,1.45151
25,29,1.45151
25,30,5.41016
25,31,4.09061
25,32,4.75039
25,33,4.09061
25,34,3.43083
25,35,2.77106
25,36,2.11128
25,37,2.11128
25,38,4.09061
25,39,4.75039
25,40,6.06994
25,41,4.09061
25,42,4.75039
25,43,6.72971
25,44,4.75039
25,45,4.75039
25,46,4.09061
25,47,2.77106
25,48,3.43083
25,49,4.75039
25,50,5.41016
25,51,6.06994
25,52,7.38949
25,53,6.72971
25,54,9.36882
25,55,10.6884
25,56,10.0286
25,57,7.38949
25,58,5.41016
25,59,4.75039
25,60,5.41016
25,61,2.77106
25,62,2.11128
25,63,2.11128
25,64,5.41016
25,65,8.70904
25,66,8.04926
25,67,8.70904
25,68,8.70904
25,69,8.04926
25,70,7.38949
25,71,9.36882
25,72,8.70904
25,73,8.04926
25,74,10.6884
25,75,6.72971
25,76,9.36882
25,77,8.70904
25,78,8.04926
25,79,8.04926
26,1,8.70904
26,2,8.70904
26,3,8.70904
26,4,7.38949
26,5,6.72971
26,6,6.72971
26,7,6.06994
26,8,6.06994
26,9,5.41016
26,10,5.41016
26,11,6.06994
26,12,6.06994
26,13,7.38949
26,14,6.72971
26,15,10.6884
26,16,10.0286
26,17,4.75039
26,18,3.43083
26,19,4.09061
26,20,5.41016
26,21,4.09061
26,22,3.43083
26,23,3.43083
26,24,2.77106
26,25,2.77106
26,26,1.45151
26,27,1.45151
26,28,1.45151
26,29,1.45151
26,30,8.04926
26,31,2.77106
26,32,4.09061
26,33,3.43083
26,34,3.43083
26,35,5.41016
26,36,4.75039
26,37,4.75039
26,38,6.72971
26,39,7.38949
26,40,8.70904
26,41,6.72971
26,42,7.38949
26,43,9.36882
26,44,7.38949
26,45,7.38949
26,46,6.72971
26,47,5.41016
26,48,6.06994
26,49,7.38949
26,50,8.04926
26,51,8.70904
26,52,10.0286
26,53,9.36882
26,54,12.0079
26,55,13.3275
26,56,12.6677
26,57,10.0286
26,58,8.04926
26,59,7.38949
26,60,8.04926
26,61,4.75039
26,62,4.09061
26,63,2.11128
26,64,8.04926
26,65,11.3481
26,66,10.6884
26,67,11.3481
26,68,11.3481
26,69,10.6884
26,70,10.0286
26,71,12.0079
26,72,11.3481
26,73,10.6884
26,74,13.3275
26,75,9.36882
26,76,12.0079
26,77,11.3481
26,78,10.6884
26,79,10.6884
27,1,8.04926
27,2,8.04926
27,3,8.04926
27,4,6.72971
27,5,6.06994
27,6,6.06994
27,7,5.41016
27,8,5.41016
27,9,4.75039
27,10,4.75039
27,11,5.41016
27,12,5.41016
27,13,6.72971
27,14,6.06994
27,15,10.0286
27,16,9.36882
27,17,4.09061
27,18,2.77106
27,19,3.43083
27,20,4.75039
27,21,3.43083
27,22,2.77106
27,23,2.77106
27,24,2.11128
27,25,2.11128
27,26,1.45151
27,27,1.45151
27,28,1.45151
27,29,1.45151
27,30,7.38949
27,31,2.11128
27,32,3.43083
27,33,2.77106
27,34,2.77106
27,35,4.75039
27,36,4.09061
27,37,4.09061
27,38,6.06994
27,39,6.72971
27,40,8.04926
27,41,6.06994
27,42,6.72971
27,43,8.70904
27,44,6.72971
27,45,6.72971
27,46,6.06994
27,47,4.75039
27,48,5.41016
27,49,6.72971
27,50,7.38949
27,51,8.04926
27,52,9.36882
27,53,8.70904
27,54,11.3481
27,55,12.6677
27,56,12.0079
27,57,9.36882
27,58,7.38949
27,59,6.72971
27,60,7.38949
27,61,4.09061
27,62,3.43083
27,63,1.45151
27,64,7.38949
27,65,10.6884
27,66,10.0286
27,67,10.6884
27,68,10.6884
27,69,10.0286
27,70,9.36882
27,71,11.3481
27,72,10.6884
27,73,10.0286
27,74,12.6677
27,75,8.70904
27,76,11.3481
27,77,10.6884
27,78,10.0286
27,79,10.0286
28,1,6.72971
28,2,6.72971
28,3,6.72971
28,4,6.06994
28,5,5.41016
28,6,5.41016
28,7,4.75039
28,8,4.75039
28,9,4.09061
28,10,4.09061
28,11,4.75039
28,12,4.75039
28,13,6.06994
28,14,5.41016
28,15,9.36882
28,16,8.70904
28,17,3.43083
28,18,2.11128
28,19,2.77106
28,20,4.09061
28,21,2.11128
28,22,1.45151
28,23,2.11128
28,24,1.45151
28,25,1.45151
28,26,1.45151
28,27,1.45151
28,28,1.45151
28,29,1.45151
28,30,6.72971
28,31,2.11128
28,32,3.43083
28,33,2.77106
28,34,2.77106
28,35,3.43083
28,36,2.77106
28,37,2.77106
28,38,3.43083
28,39,6.06994
28,40,5.41016
28,41,4.75039
28,42,5.41016
28,43,7.38949
28,44,5.41016
28,45,5.41016
28,46,4.75039
28,47,3.43083
28,48,4.09061
28,49,5.41016
28,50,6.06994
28,51,6.72971
28,52,8.04926
28,53,7.38949
28,54,10.0286
28,55,11.3481
28,56,10.6884
28,57,8.70904
28,58,6.72971
28,59,6.06994
28,60,6.72971
28,61,3.43083
28,62,2.77106
28,63,1.45151
28,64,6.06994
28,65,9.36882
28,66,8.70904
28,67,9.36882
28,68,9.36882
28,69,8.70904
28,70,8.04926
28,71,10.0286
28,72,9.36882
28,73,8.70904
28,74,12.0079
28,75,7.38949
28,76,10.6884
28,77,10.0286
28,78,9.36882
28,79,8.70904
29,1,7.38949
29,2,7.38949
29,3,7.38949
29,4,6.72971
29,5,6.06994
29,6,6.06994
29,7,5.41016
29,8,5.41016
29,9,4.75039
29,10,4.75039
29,11,5.41016
29,12,5.41016
29,13,6.72971
29,14,8.70904
29,15,10.0286
29,16,9.36882
29,17,4.09061
29,18,2.77106
29,19,3.43083
29,20,4.09061
29,21,2.77106
29,22,2.11128
29,23,2.77106
29,24,2.11128
29,25,1.45151
29,26,1.45151
29,27,1.45151
29,28,1.45151
29,29,1.45151
29,30,7.38949
29,31,1.45151
29,32,2.77106
29,33,2.11128
29,34,2.11128
29,35,2.77106
29,36,3.43083
29,37,3.43083
29,38,4.09061
29,39,5.41016
29,40,6.06994
29,41,5.41016
29,42,6.06994
29,43,8.04926
29,44,6.06994
29,45,6.06994
29,46,5.41016
29,47,4.09061
29,48,4.75039
29,49,6.06994
29,50,6.72971
29,51,7.38949
29,52,8.70904
29,53,8.04926
29,54,10.6884
29,55,12.0079
29,56,11.3481
29,57,9.36882
29,58,7.38949
29,59,6.72971
29,60,7.38949
29,61,4.09061
29,62,3.43083
29,63,1.45151
29,64,6.72971
29,65,10.0286
29,66,9.36882
29,67,10.0286
29,68,10.0286
29,69,9.36882
29,70,8.70904
29,71,10.6884
29,72,10.0286
29,73,9.36882
29,74,11.3481
29,75,8.04926
29,76,10.0286
29,77,9.36882
29,78,8.70904
29,79,9.36882
30,1,7.38949
30,2,8.04926
30,3,6.06994
30,4,5.41016
30,5,6.06994
30,6,5.41016
30,7,5.41016
30,8,4.09061
30,9,4.75039
30,10,3.43083
30,11,2.77106
30,12,2.11128
30,13,2.11128
30,14,1.45151
30,15,2.77106
30,16,2.11128
30,17,3.43083
30,18,4.09061
30,19,4.09061
30,20,2.77106
30,21,4.75039
30,22,4.75039
30,23,4.09061
30,24,4.75039
30,25,5.41016
30,26,8.04926
30,27,7.38949
30,28,6.72971
30,29,7.38949
30,30,1.45151
30,31,6.06994
30,32,7.38949
30,33,6.72971
30,34,6.06994
30,35,4.75039
30,36,4.09061
30,37,3.43083
30,38,2.77106
30,39,2.11128
30,40,4.09061
30,41,3.43083
30,42,6.06994
30,43,4.75039
30,44,6.06994
30,45,6.72971
30,46,4.75039
30,47,3.43083
30,48,5.41016
30,49,8.04926
30,50,7.38949
30,51,8.04926
30,52,8.70904
30,53,8.04926
30,54,11.3481
30,55,12.6677
30,56,12.0079
30,57,1.45151
30,58,7.38949
30,59,6.72971
30,60,2.77106
30,61,5.41016
30,62,4.75039
30,63,6.72971
30,64,6.06994
30,65,10.6884
30,66,10.0286
30,67,10.0286
30,68,8.70904
30,69,8.04926
30,70,6.72971
30,71,7.38949
30,72,6.72971
30,73,6.06994
30,74,4.09061
30,75,5.41016
30,76,4.75039
30,77,4.09061
30,78,3.43083
30,79,8.70904
31,1,5.41016
31,2,6.06994
31,3,6.06994
31,4,8.04926
31,5,7.38949
31,6,7.38949
31,7,6.72971
31,8,6.72971
31,9,6.06994
31,10,6.06994
31,11,6.72971
31,12,7.38949
31,13,8.04926
31,14,7.38949
31,15,8.70904
31,16,8.04926
31,17,5.41016
31,18,4.09061
31,19,4.75039
31,20,5.41016
31,21,2.77106
31,22,3.43083
31,23,4.75039
31,24,3.43083
31,25,4.09061
31,26,2.77106
31,27,2.11128
31,28,2.11128
31,29,1.45151
31,30,6.06994
31,31,1.45151
31,32,1.45151
31,33,1.45151
31,34,1.45151
31,35,1.45151
31,36,2.11128
31,37,2.77106
31,38,3.43083
31,39,4.09061
31,40,6.06994
31,41,5.41016
31,42,5.41016
31,43,6.72971
31,44,4.09061
31,45,4.75039
31,46,3.43083
31,47,2.77106
31,48,3.43083
31,49,4.75039
31,50,4.09061
31,51,5.41016
31,52,7.38949
31,53,6.06994
31,54,8.70904
31,55,10.0286
31,56,9.36882
31,57,7.38949
31,58,8.70904
31,59,8.04926
31,60,8.70904
31,61,5.41016
31,62,4.75039
31,63,1.45151
31,64,5.41016
31,65,8.04926
31,66,7.38949
31,67,8.04926
31,68,8.04926
31,69,6.72971
31,70,7.38949
31,71,9.36882
31,72,8.70904
31,73,8.04926
31,74,10.6884
31,75,6.72971
31,76,9.36882
31,77,8.70904
31,78,8.04926
31,79,7.38949
32,1,6.06994
32,2,6.72971
32,3,6.72971
32,4,13.9872
32,5,12.0079
32,6,13.3275
32,7,11.3481
32,8,11.3481
32,9,10.6884
32,10,10.6884
32,11,11.3481
32,12,8.70904
32,13,9.36882
32,14,8.70904
32,15,10.0286
32,16,10.0286
32,17,10.0286
32,18,10.0286
32,19,9.36882
32,20,6.72971
32,21,3.43083
32,22,4.09061
32,23,6.06994
32,24,6.06994
32,25,4.75039
32,26,4.09061
32,27,3.43083
32,28,3.43083
32,29,2.77106
32,30,7.38949
32,31,1.45151
32,32,1.45151
32,33,1.45151
32,34,1.45151
32,35,2.11128
32,36,2.77106
32,37,3.43083
32,38,4.09061
32,39,6.06994
32,40,6.72971
32,41,6.06994
32,42,6.06994
32,43,7.38949
32,44,4.75039
32,45,5.41016
32,46,4.09061
32,47,3.43083
32,48,4.09061
32,49,5.41016
32,50,4.75039
32,51,6.06994
32,52,8.04926
32,53,6.72971
32,54,9.36882
32,55,10.6884
32,56,10.0286
32,57,8.70904
32,58,13.3275
32,59,12.6677
32,60,10.0286
32,61,11.3481
32,62,7.38949
32,63,2.11128
32,64,6.06994
32,65,8.70904
32,66,8.04926
32,67,8.70904
32,68,8.70904
32,69,7.38949
32,70,8.04926
32,71,10.0286
32,72,9.36882
32,73,8.70904
32,74,12.6677
32,75,7.38949
32,76,11.3481
32,77,10.6884
32,78,10.0286
32,79,8.04926
33,1,5.41016
33,2,6.06994
33,3,6.06994
33,4,13.3275
33,5,11.3481
33,6,12.6677
33,7,10.6884
33,8,10.6884
33,9,10.0286
33,10,10.0286
33,11,10.6884
33,12,7.38949
33,13,8.04926
33,14,7.38949
33,15,9.36882
33,16,9.36882
33,17,9.36882
33,18,4.75039
33,19,8.70904
33,20,6.06994
33,21,2.77106
33,22,3.43083
33,23,5.41016
33,24,5.41016
33,25,4.09061
33,26,3.43083
33,27,2.77106
33,28,2.77106
33,29,2.11128
33,30,6.72971
33,31,1.45151
33,32,1.45151
33,33,1.45151
33,34,1.45151
33,35,1.45151
33,36,2.11128
33,37,2.77106
33,38,3.43083
33,39,4.09061
33,40,6.06994
33,41,5.41016
33,42,5.41016
33,43,6.72971
33,44,4.09061
33,45,4.75039
33,46,3.43083
33,47,2.77106
33,48,3.43083
33,49,4.75039
33,50,4.09061
33,51,5.41016
33,52,7.38949
33,53,6.06994
33,54,8.70904
33,55,10.0286
33,56,9.36882
33,57,8.04926
33,58,12.6677
33,59,12.0079
33,60,8.70904
33,61,6.06994
33,62,5.41016
33,63,1.45151
33,64,5.41016
33,65,8.04926
33,66,7.38949
33,67,8.04926
33,68,8.04926
33,69,6.72971
33,70,7.38949
33,71,9.36882
33,72,8.70904
33,73,8.04926
33,74,12.0079
33,75,6.72971
33,76,10.6884
33,77,10.0286
33,78,9.36882
33,79,7.38949
34,1,4.75039
34,2,5.41016
34,3,5.41016
34,4,12.6677
34,5,10.6884
34,6,12.0079
34,7,10.0286
34,8,10.0286
34,9,9.36882
34,10,9.36882
34,11,10.0286
34,12,6.72971
34,13,7.38949
34,14,6.72971
34,15,8.70904
34,16,8.70904
34,17,8.70904
34,18,8.70904
34,19,8.04926
34,20,5.41016
34,21,2.11128
34,22,2.77106
34,23,4.75039
34,24,4.75039
34,25,3.43083
34,26,3.43083
34,27,2.77106
34,28,2.77106
34,29,2.11128
34,30,6.06994
34,31,1.45151
34,32,1.45151
34,33,1.45151
34,34,1.45151
34,35,1.45151
34,36,1.45151
34,37,2.11128
34,38,2.77106
34,39,3.43083
34,40,5.41016
34,41,4.75039
34,42,4.75039
34,43,6.06994
34,44,3.43083
34,45,4.09061
34,46,2.77106
34,47,2.11128
34,48,2.77106
34,49,4.09061
34,50,3.43083
34,51,4.75039
34,52,6.72971
34,53,5.41016
34,54,8.04926
34,55,9.36882
34,56,8.70904
34,57,7.38949
34,58,12.0079
34,59,11.3481
34,60,8.04926
34,61,10.0286
34,62,6.06994
34,63,1.45151
34,64,4.75039
34,65,7.38949
34,66,6.72971
34,67,7.38949
34,68,7.38949
34,69,6.06994
34,70,6.72971
34,71,8.70904
34,72,8.04926
34,73,7.38949
34,74,11.3481
34,75,6.06994
34,76,10.0286
34,77,9.36882
34,78,8.70904
34,79,6.72971
35,1,4.09061
35,2,4.75039
35,3,4.75039
35,4,12.0079
35,5,10.0286
35,6,11.3481
35,7,9.36882
35,8,9.36882
35,9,8.70904
35,10,8.70904
35,11,9.36882
35,12,6.06994
35,13,6.72971
35,14,6.06994
35,15,7.38949
35,16,6.72971
35,17,8.04926
35,18,8.04926
35,19,7.38949
35,20,4.75039
35,21,1.45151
35,22,2.11128
35,23,4.09061
35,24,4.09061
35,25,2.77106
35,26,5.41016
35,27,4.75039
35,28,3.43083
35,29,2.77106
35,30,4.75039
35,31,1.45151
35,32,2.11128
35,33,1.45151
35,34,1.45151
35,35,1.45151
35,36,1.45151
35,37,1.45151
35,38,2.11128
35,39,2.77106
35,40,4.09061
35,41,3.43083
35,42,4.09061
35,43,5.41016
35,44,2.77106
35,45,3.43083
35,46,2.11128
35,47,1.45151
35,48,2.11128
35,49,3.43083
35,50,2.77106
35,51,4.09061
35,52,6.06994
35,53,4.75039
35,54,7.38949
35,55,8.70904
35,56,8.04926
35,57,6.06994
35,58,11.3481
35,59,10.6884
35,60,7.38949
35,61,9.36882
35,62,5.41016
35,63,2.11128
35,64,4.09061
35,65,6.72971
35,66,6.06994
35,67,6.72971
35,68,6.72971
35,69,5.41016
35,70,6.06994
35,71,8.04926
35,72,7.38949
35,73,6.72971
35,74,9.36882
35,75,5.41016
35,76,8.04926
35,77,7.38949
35,78,6.72971
35,79,6.06994
36,1,3.43083
36,2,4.09061
36,3,4.09061
36,4,11.3481
36,5,9.36882
36,6,10.6884
36,7,8.70904
36,8,8.70904
36,9,8.04926
36,10,8.04926
36,11,8.70904
36,12,5.41016
36,13,6.06994
36,14,5.41016
36,15,6.72971
36,16,6.06994
36,17,7.38949
36,18,7.38949
36,19,6.72971
36,20,4.09061
36,21,1.45151
36,22,1.45151
36,23,3.43083
36,24,3.43083
36,25,2.11128
36,26,4.75039
36,27,4.09061
36,28,2.77106
36,29,3.43083
36,30,4.09061
36,31,2.11128
36,32,2.77106
36,33,2.11128
36,34,1.45151
36,35,1.45151
36,36,1.45151
36,37,1.45151
36,38,1.45151
36,39,2.11128
36,40,4.09061
36,41,3.43083
36,42,3.43083
36,43,4.75039
36,44,2.11128
36,45,2.77106
36,46,1.45151
36,47,1.45151
36,48,1.45151
36,49,2.77106
36,50,2.11128
36,51,3.43083
36,52,5.41016
36,53,4.09061
36,54,6.72971
36,55,8.04926
36,56,7.38949
36,57,6.06994
36,58,10.6884
36,59,10.0286
36,60,6.72971
36,61,8.70904
36,62,4.75039
36,63,2.77106
36,64,3.43083
36,65,6.06994
36,66,5.41016
36,67,6.06994
36,68,6.06994
36,69,4.75039
36,70,5.41016
36,71,7.38949
36,72,6.72971
36,73,6.06994
36,74,10.0286
36,75,4.75039
36,76,8.70904
36,77,8.04926
36,78,7.38949
36,79,5.41016
37,1,4.09061
37,2,3.43083
37,3,3.43083
37,4,10.6884
37,5,8.70904
37,6,10.0286
37,7,8.04926
37,8,8.04926
37,9,7.38949
37,10,7.38949
37,11,8.04926
37,12,4.75039
37,13,5.41016
37,14,4.75039
37,15,6.06994
37,16,5.41016
37,17,6.72971
37,18,6.72971
37,19,6.06994
37,20,3.43083
37,21,1.45151
37,22,1.45151
37,23,2.77106
37,24,3.43083
37,25,2.11128
37,26,4.75039
37,27,4.09061
37,28,2.77106
37,29,3.43083
37,30,3.43083
37,31,2.77106
37,32,3.43083
37,33,2.77106
37,34,2.11128
37,35,1.45151
37,36,1.45151
37,37,1.45151
37,38,1.45151
37,39,1.45151
37,40,2.77106
37,41,2.11128
37,42,2.77106
37,43,4.09061
37,44,2.77106
37,45,2.11128
37,46,1.45151
37,47,1.45151
37,48,2.11128
37,49,4.09061
37,50,3.43083
37,51,4.09061
37,52,5.41016
37,53,4.75039
37,54,7.38949
37,55,8.70904
37,56,8.04926
37,57,4.75039
37,58,10.0286
37,59,9.36882
37,60,6.06994
37,61,8.04926
37,62,4.75039
37,63,3.43083
37,64,2.77106
37,65,6.72971
37,66,6.06994
37,67,6.72971
37,68,6.72971
37,69,5.41016
37,70,4.75039
37,71,9.36882
37,72,8.70904
37,73,8.04926
37,74,8.04926
37,75,4.09061
37,76,6.72971
37,77,6.06994
37,78,5.41016
37,79,6.06994
38,1,4.75039
38,2,4.09061
38,3,4.09061
38,4,10.0286
38,5,8.04926
38,6,9.36882
38,7,7.38949
38,8,7.38949
38,9,6.72971
38,10,6.72971
38,11,7.38949
38,12,4.09061
38,13,4.75039
38,14,4.09061
38,15,5.41016
38,16,4.75039
38,17,6.06994
38,18,6.06994
38,19,5.41016
38,20,2.11128
38,21,2.11128
38,22,3.43083
38,23,2.77106
38,24,3.43083
38,25,4.09061
38,26,6.72971
38,27,6.06994
38,28,3.43083
38,29,4.09061
38,30,2.77106
38,31,3.43083
38,32,4.09061
38,33,3.43083
38,34,2.77106
38,35,2.11128
38,36,1.45151
38,37,1.45151
38,38,1.45151
38,39,1.45151
38,40,2.11128
38,41,1.45151
38,42,2.11128
38,43,2.77106
38,44,3.43083
38,45,2.77106
38,46,1.45151
38,47,2.11128
38,48,2.77106
38,49,4.75039
38,50,4.09061
38,51,4.75039
38,52,6.06994
38,53,5.41016
38,54,8.70904
38,55,10.0286
38,56,9.36882
38,57,4.75039
38,58,9.36882
38,59,8.70904
38,60,5.41016
38,61,7.38949
38,62,5.41016
38,63,4.09061
38,64,3.43083
38,65,8.04926
38,66,7.38949
38,67,7.38949
38,68,6.06994
38,69,6.06994
38,70,5.41016
38,71,8.70904
38,72,8.04926
38,73,7.38949
38,74,7.38949
38,75,6.72971
38,76,6.06994
38,77,5.41016
38,78,4.75039
38,79,6.72971
39,1,4.75039
39,2,4.09061
39,3,8.04926
39,4,6.72971
39,5,7.38949
39,6,6.72971
39,7,6.72971
39,8,5.41016
39,9,6.06994
39,10,4.75039
39,11,4.09061
39,12,3.43083
39,13,4.09061
39,14,3.43083
39,15,4.75039
39,16,4.09061
39,17,4.75039
39,18,6.72971
39,19,6.06994
39,20,2.11128
39,21,2.11128
39,22,4.09061
39,23,3.43083
39,24,4.09061
39,25,4.75039
39,26,7.38949
39,27,6.72971
39,28,6.06994
39,29,5.41016
39,30,2.11128
39,31,4.09061
39,32,6.06994
39,33,4.09061
39,34,3.43083
39,35,2.77106
39,36,2.11128
39,37,1.45151
39,38,1.45151
39,39,1.45151
39,40,1.45151
39,41,1.45151
39,42,4.09061
39,43,6.06994
39,44,3.43083
39,45,2.77106
39,46,1.45151
39,47,2.11128
39,48,2.11128
39,49,4.75039
39,50,4.09061
39,51,4.75039
39,52,6.06994
39,53,5.41016
39,54,8.70904
39,55,10.0286
39,56,9.36882
39,57,3.43083
39,58,8.70904
39,59,8.04926
39,60,4.75039
39,61,8.04926
39,62,6.06994
39,63,4.75039
39,64,3.43083
39,65,8.04926
39,66,7.38949
39,67,7.38949
39,68,6.06994
39,69,6.06994
39,70,7.38949
39,71,8.04926
39,72,7.38949
39,73,6.72971
39,74,6.72971
39,75,6.06994
39,76,5.41016
39,77,4.75039
39,78,4.09061
39,79,6.72971
40,1,3.43083
40,2,7.38949
40,3,6.72971
40,4,8.04926
40,5,8.70904
40,6,8.04926
40,7,8.04926
40,8,6.72971
40,9,7.38949
40,10,6.06994
40,11,5.41016
40,12,4.75039
40,13,4.75039
40,14,4.09061
40,15,5.41016
40,16,4.75039
40,17,6.06994
40,18,8.04926
40,19,7.38949
40,20,3.43083
40,21,3.43083
40,22,4.09061
40,23,4.75039
40,24,5.41016
40,25,6.06994
40,26,8.70904
