ozone,dzone,fare
9,24,2.77106
9,25,2.77106
9,26,5.41016
9,27,4.75039
9,28,4.09061
9,29,4.75039
9,30,4.75039
9,31,6.06994
9,32,10.6884
9,33,10.0286
9,34,9.36882
9,35,8.70904
9,36,8.04926
9,37,7.38949
9,38,6.72971
9,39,6.06994
9,40,7.38949
9,41,6.72971
9,42,9.36882
9,43,7.38949
9,44,9.36882
9,45,10.0286
9,46,8.04926
9,47,8.04926
9,48,8.70904
9,49,10.6884
9,50,10.0286
9,51,10.6884
9,52,11.3481
9,53,10.6884
9,54,13.9872
9,55,15.3068
9,56,14.647
9,57,4.75039
9,58,2.77106
9,59,2.11128
9,60,4.75039
9,61,3.43083
9,62,2.77106
9,63,5.41016
9,64,8.70904
9,65,13.3275
9,66,12.6677
9,67,12.6677
9,68,13.9872
9,69,13.3275
9,70,12.0079
9,71,9.36882
9,72,8.70904
9,73,8.04926
9,74,7.38949
9,75,10.6884
9,76,10.0286
9,77,6.72971
9,78,6.06994
9,79,13.9872
10,1,8.70904
10,2,12.0079
10,3,10.0286
10,4,2.77106
10,5,2.77106
10,6,2.11128
10,7,1.45151
10,8,1.45151
10,9,1.45151
10,10,1.45151
10,11,1.45151
10,12,1.45151
10,13,2.77106
10,14,2.11128
10,15,4.09061
10,16,3.43083
10,17,1.45151
10,18,2.11128
10,19,1.45151
10,20,5.41016
10,21,6.72971
10,22,6.06994
10,23,2.77106
10,24,2.77106
10,25,2.77106
10,26,5.41016
10,27,4.75039
10,28,4.09061
10,29,4.75039
10,30,3.43083
10,31,6.06994
10,32,10.6884
10,33,10.0286
10,34,9.36882
10,35,8.70904
10,36,8.04926
10,37,7.38949
10,38,6.72971
10,39,4.75039
10,40,6.06994
10,41,5.41016
10,42,8.04926
10,43,6.06994
10,44,8.04926
10,45,8.70904
10,46,7.38949
10,47,8.04926
10,48,8.70904
10,49,9.36882
10,50,8.70904
10,51,9.36882
10,52,10.0286
10,53,9.36882
10,54,12.6677
10,55,13.9872
10,56,13.3275
10,57,3.43083
10,58,3.43083
10,59,2.77106
10,60,3.43083
10,61,3.43083
10,62,2.77106
10,63,5.41016
10,64,7.38949
10,65,12.0079
10,66,11.3481
10,67,11.3481
10,68,12.6677
10,69,12.0079
10,70,10.6884
10,71,8.04926
10,72,7.38949
10,73,6.72971
10,74,6.06994
10,75,9.36882
10,76,8.70904
10,77,5.41016
10,78,4.75039
10,79,12.6677
11,1,8.04926
11,2,11.3481
11,3,9.36882
11,4,2.77106
11,5,3.43083
11,6,2.77106
11,7,2.77106
11,8,1.45151
11,9,2.11128
11,10,1.45151
11,11,1.45151
11,12,1.45151
11,13,2.11128
11,14,1.45151
11,15,2.77106
11,16,2.11128
11,17,1.45151
11,18,2.77106
11,19,2.11128
11,20,6.06994
11,21,7.38949
11,22,6.72971
11,23,3.43083
11,24,2.77106
11,25,3.43083
11,26,6.06994
11,27,5.41016
11,28,4.75039
11,29,5.41016
11,30,2.77106
11,31,6.72971
11,32,11.3481
11,33,10.6884
11,34,10.0286
11,35,9.36882
11,36,8.70904
11,37,8.04926
11,38,7.38949
11,39,4.09061
11,40,5.41016
11,41,4.75039
11,42,7.38949
11,43,5.41016
11,44,7.38949
11,45,8.04926
11,46,6.72971
11,47,5.41016
11,48,7.38949
11,49,8.70904
11,50,8.04926
11,51,8.70904
11,52,9.36882
11,53,8.70904
11,54,12.0079
11,55,13.3275
11,56,12.6677
11,57,2.77106
11,58,4.75039
11,59,4.09061
11,60,2.77106
11,61,4.09061
11,62,3.43083
11,63,6.06994
11,64,6.72971
11,65,11.3481
11,66,10.6884
11,67,10.6884
11,68,12.0079
11,69,11.3481
11,70,10.0286
11,71,7.38949
11,72,6.72971
11,73,6.06994
11,74,5.41016
11,75,8.70904
11,76,8.04926
11,77,4.75039
11,78,4.09061
11,79,12.0079
12,1,7.38949
12,2,10.6884
12,3,8.70904
12,4,3.43083
12,5,4.09061
12,6,3.43083
12,7,2.77106
12,8,2.11128
12,9,2.77106
12,10,1.45151
12,11,1.45151
12,12,1.45151
12,13,1.45151
12,14,1.45151
12,15,2.11128
12,16,1.45151
12,17,2.11128
12,18,2.77106
12,19,2.11128
12,20,4.09061
12,21,6.06994
12,22,6.72971
12,23,3.43083
12,24,2.77106
12,25,3.43083
12,26,6.06994
12,27,5.41016
12,28,4.75039
12,29,5.41016
12,30,2.11128
12,31,7.38949
12,32,8.70904
12,33,7.38949
12,34,6.72971
12,35,6.06994
12,36,5.41016
12,37,4.75039
12,38,4.09061
12,39,3.43083
12,40,4.75039
12,41,4.09061
12,42,6.72971
12,43,4.75039
12,44,6.72971
12,45,7.38949
12,46,6.06994
12,47,4.75039
12,48,6.72971
12,49,8.04926
12,50,7.38949
12,51,8.04926
12,52,8.70904
12,53,8.04926
12,54,11.3481
12,55,12.6677
12,56,12.0079
12,57,2.11128
12,58,5.41016
12,59,4.75039
12,60,2.11128
12,61,4.09061
12,62,3.43083
12,63,6.06994
12,64,6.06994
12,65,10.6884
12,66,10.0286
12,67,10.0286
12,68,11.3481
12,69,10.6884
12,70,9.36882
12,71,6.06994
12,72,5.41016
12,73,5.41016
12,74,4.75039
12,75,8.04926
12,76,7.38949
12,77,4.09061
12,78,3.43083
12,79,11.3481
13,1,8.70904
13,2,10.6884
13,3,8.70904
13,4,4.75039
13,5,5.41016
13,6,4.75039
13,7,4.09061
13,8,3.43083
13,9,4.09061
13,10,2.77106
13,11,2.11128
13,12,1.45151
13,13,1.45151
13,14,1.45151
13,15,2.11128
13,16,1.45151
13,17,3.43083
13,18,4.09061
13,19,3.43083
13,20,4.75039
13,21,6.72971
13,22,6.72971
13,23,6.06994
13,24,4.09061
13,25,7.38949
13,26,7.38949
13,27,6.72971
13,28,6.06994
13,29,6.72971
13,30,2.11128
13,31,8.04926
13,32,9.36882
13,33,8.04926
13,34,7.38949
13,35,6.72971
13,36,6.06994
13,37,5.41016
13,38,4.75039
13,39,4.09061
13,40,4.75039
13,41,4.09061
13,42,6.06994
13,43,6.06994
13,44,8.04926
13,45,6.72971
13,46,6.06994
13,47,5.41016
13,48,6.72971
13,49,9.36882
13,50,8.70904
13,51,9.36882
13,52,10.0286
13,53,9.36882
13,54,12.6677
13,55,13.9872
13,56,13.3275
13,57,1.45151
13,58,6.06994
13,59,5.41016
13,60,1.45151
13,61,5.41016
13,62,4.75039
13,63,7.38949
13,64,7.38949
13,65,12.0079
13,66,11.3481
13,67,11.3481
13,68,11.3481
13,69,10.6884
13,70,9.36882
13,71,6.06994
13,72,5.41016
13,73,4.75039
13,74,4.09061
13,75,8.04926
13,76,7.38949
13,77,3.43083
13,78,2.77106
13,79,11.3481
14,1,6.72971
14,2,10.0286
14,3,8.04926
14,4,4.09061
14,5,4.75039
14,6,4.09061
14,7,3.43083
14,8,2.77106
14,9,3.43083
14,10,2.11128
14,11,1.45151
14,12,1.45151
14,13,1.45151
14,14,1.45151
14,15,1.45151
14,16,1.45151
14,17,2.11128
14,18,3.43083
14,19,2.77106
14,20,4.09061
14,21,6.06994
14,22,6.06994
14,23,5.41016
14,24,3.43083
14,25,6.72971
14,26,6.72971
14,27,6.06994
14,28,5.41016
14,29,8.70904
14,30,1.45151
14,31,7.38949
14,32,8.70904
14,33,7.38949
14,34,6.72971
14,35,6.06994
14,36,5.41016
14,37,4.75039
14,38,4.09061
14,39,3.43083
14,40,4.09061
14,41,3.43083
14,42,6.06994
14,43,4.09061
14,44,6.06994
14,45,6.72971
14,46,5.41016
14,47,4.75039
14,48,6.06994
14,49,7.38949
14,50,6.72971
14,51,7.38949
14,52,8.04926
14,53,7.38949
14,54,10.6884
14,55,12.0079
14,56,11.3481
14,57,1.45151
14,58,6.06994
14,59,5.41016
14,60,1.45151
14,61,4.75039
14,62,4.09061
14,63,8.04926
14,64,5.41016
14,65,10.0286
14,66,9.36882
14,67,9.36882
14,68,10.6884
14,69,10.0286
14,70,8.70904
14,71,6.06994
14,72,5.41016
14,73,4.75039
14,74,4.09061
14,75,7.38949
14,76,6.72971
14,77,3.43083
14,78,2.77106
14,79,10.6884
15,1,10.6884
15,2,9.36882
15,3,7.38949
15,4,6.06994
15,5,6.72971
15,6,6.06994
15,7,5.41016
15,8,4.75039
15,9,4.75039
15,10,4.09061
15,11,2.77106
15,12,2.11128
15,13,2.11128
15,14,1.45151
15,15,1.45151
15,16,1.45151
15,17,4.09061
15,18,5.41016
15,19,4.75039
15,20,5.41016
15,21,7.38949
15,22,7.38949
15,23,6.72971
15,24,7.38949
15,25,8.04926
15,26,10.6884
15,27,10.0286
15,28,9.36882
15,29,10.0286
15,30,2.77106
15,31,8.70904
15,32,10.0286
15,33,9.36882
15,34,8.70904
15,35,7.38949
15,36,6.72971
15,37,6.06994
15,38,5.41016
15,39,4.75039
15,40,5.41016
15,41,4.75039
15,42,7.38949
15,43,8.04926
15,44,10.0286
15,45,8.04926
15,46,6.72971
15,47,6.06994
15,48,7.38949
15,49,11.3481
15,50,10.6884
15,51,11.3481
15,52,12.0079
15,53,11.3481
15,54,14.647
15,55,15.9666
15,56,15.3068
15,57,1.45151
15,58,7.38949
15,59,6.72971
15,60,2.77106
15,61,6.72971
15,62,6.06994
15,63,9.36882
15,64,9.36882
15,65,13.9872
15,66,13.3275
15,67,13.3275
15,68,6.72971
15,69,6.06994
15,70,5.41016
15,71,5.41016
15,72,4.75039
15,73,4.09061
15,74,3.43083
15,75,4.09061
15,76,6.06994
15,77,2.77106
15,78,2.11128
15,79,10.0286
16,1,7.38949
16,2,8.70904
16,3,6.72971
16,4,5.41016
16,5,6.06994
16,6,5.41016
16,7,4.75039
16,8,4.09061
16,9,4.09061
16,10,3.43083
16,11,2.11128
16,12,1.45151
16,13,1.45151
16,14,1.45151
16,15,1.45151
16,16,1.45151
16,17,3.43083
16,18,4.75039
16,19,4.09061
16,20,4.75039
16,21,6.72971
16,22,6.72971
16,23,6.06994
16,24,6.72971
16,25,7.38949
16,26,10.0286
16,27,9.36882
16,28,8.70904
16,29,9.36882
16,30,2.11128
16,31,8.04926
16,32,10.0286
16,33,9.36882
16,34,8.70904
16,35,6.72971
16,36,6.06994
16,37,5.41016
16,38,4.75039
16,39,4.09061
16,40,4.75039
16,41,4.09061
16,42,4.75039
16,43,4.75039
16,44,6.72971
16,45,5.41016
16,46,4.75039
16,47,6.06994
16,48,6.72971
16,49,8.04926
16,50,7.38949
16,51,8.04926
16,52,8.70904
16,53,8.04926
16,54,11.3481
16,55,12.6677
16,56,12.0079
16,57,1.45151
16,58,6.72971
16,59,6.06994
16,60,2.11128
16,61,6.06994
16,62,5.41016
16,63,8.70904
16,64,6.06994
16,65,10.6884
16,66,10.0286
16,67,10.0286
16,68,9.36882
16,69,8.70904
16,70,7.38949
16,71,4.75039
16,72,4.09061
16,73,3.43083
16,74,2.77106
16,75,6.06994
16,76,5.41016
16,77,2.11128
16,78,1.45151
16,79,9.36882
17,1,8.70904
17,2,9.36882
17,3,7.38949
17,4,4.09061
17,5,2.11128
17,6,3.43083
17,7,2.11128
17,8,1.45151
17,9,1.45151
17,10,1.45151
17,11,1.45151
17,12,2.11128
17,13,3.43083
17,14,2.11128
17,15,4.09061
17,16,3.43083
17,17,1.45151
17,18,1.45151
17,19,1.45151
17,20,4.75039
17,21,6.06994
17,22,5.41016
17,23,2.11128
17,24,2.11128
17,25,2.11128
17,26,4.75039
17,27,4.09061
17,28,3.43083
17,29,4.09061
17,30,3.43083
17,31,5.41016
17,32,10.0286
17,33,9.36882
17,34,8.70904
17,35,8.04926
17,36,7.38949
17,37,6.72971
17,38,6.06994
17,39,4.75039
17,40,6.06994
17,41,5.41016
17,42,8.04926
17,43,6.06994
17,44,9.36882
17,45,8.70904
17,46,7.38949
17,47,7.38949
17,48,8.04926
17,49,10.0286
17,50,9.36882
17,51,10.0286
17,52,10.0286
17,53,9.36882
17,54,13.3275
17,55,14.647
17,56,13.9872
17,57,3.43083
17,58,3.43083
17,59,2.77106
17,60,4.09061
17,61,2.77106
17,62,2.11128
17,63,4.75039
17,64,7.38949
17,65,12.6677
17,66,12.0079
17,67,11.3481
17,68,10.0286
17,69,9.36882
17,70,8.04926
17,71,8.04926
17,72,7.38949
17,73,6.72971
17,74,6.06994
17,75,6.72971
17,76,6.06994
17,77,5.41016
17,78,4.75039
17,79,10.0286
18,1,10.6884
18,2,10.0286
18,3,10.0286
18,4,4.09061
18,5,3.43083
18,6,3.43083
18,7,2.77106
18,8,2.77106
18,9,2.11128
18,10,2.11128
18,11,2.77106
18,12,2.77106
18,13,4.09061
18,14,3.43083
18,15,5.41016
18,16,4.75039
18,17,1.45151
18,18,1.45151
18,19,1.45151
18,20,4.75039
18,21,6.06994
18,22,2.77106
18,23,2.11128
18,24,1.45151
18,25,1.45151
18,26,3.43083
18,27,2.77106
18,28,2.11128
18,29,2.77106
18,30,4.09061
18,31,4.09061
18,32,10.0286
18,33,4.75039
18,34,8.70904
18,35,8.04926
18,36,7.38949
18,37,6.72971
18,38,6.06994
18,39,6.72971
18,40,8.04926
18,41,7.38949
18,42,8.04926
18,43,8.70904
18,44,9.36882
18,45,8.70904
18,46,7.38949
18,47,7.38949
18,48,8.04926
18,49,10.0286
18,50,9.36882
18,51,10.0286
18,52,12.0079
18,53,11.3481
18,54,13.3275
18,55,14.647
18,56,13.9872
18,57,6.06994
18,58,4.75039
18,59,4.09061
18,60,4.75039
18,61,1.45151
18,62,1.45151
18,63,3.43083
18,64,9.36882
18,65,12.6677
18,66,12.0079
18,67,12.6677
18,68,12.0079
18,69,12.0079
18,70,11.3481
18,71,10.6884
18,72,10.0286
18,73,9.36882
18,74,8.70904
18,75,8.70904
18,76,8.04926
18,77,8.04926
18,78,7.38949
18,79,12.6677
19,1,10.0286
19,2,9.36882
19,3,9.36882
19,4,4.75039
19,5,2.77106
19,6,4.09061
19,7,2.11128
19,8,2.11128
19,9,1.45151
19,10,1.45151
19,11,2.11128
19,12,2.11128
19,13,3.43083
19,14,2.77106
19,15,4.75039
19,16,4.09061
19,17,1.45151
19,18,1.45151
19,19,1.45151
19,20,4.09061
19,21,5.41016
19,22,4.75039
19,23,1.45151
19,24,1.45151
19,25,1.45151
19,26,4.09061
19,27,3.43083
19,28,2.77106
19,29,3.43083
19,30,4.09061
19,31,4.75039
19,32,9.36882
19,33,8.70904
19,34,8.04926
19,35,7.38949
19,36,6.72971
19,37,6.06994
19,38,5.41016
19,39,6.06994
19,40,7.38949
19,41,6.72971
19,42,7.38949
19,43,8.04926
19,44,8.70904
19,45,8.04926
19,46,6.72971
19,47,6.72971
19,48,7.38949
19,49,9.36882
19,50,8.70904
19,51,9.36882
19,52,11.3481
19,53,10.6884
19,54,12.6677
19,55,13.9872
19,56,13.3275
19,57,4.09061
19,58,4.09061
19,59,3.43083
19,60,4.09061
19,61,2.11128
19,62,1.45151
19,63,4.09061
19,64,8.70904
19,65,12.0079
19,66,11.3481
19,67,12.0079
19,68,11.3481
19,69,11.3481
19,70,10.6884
19,71,8.70904
19,72,8.04926
19,73,7.38949
19,74,6.72971
19,75,7.38949
19,76,6.72971
19,77,6.06994
19,78,5.41016
19,79,12.0079
20,1,6.06994
20,2,5.41016
20,3,5.41016
20,4,8.70904
20,5,6.72971
20,6,8.04926
20,7,6.06994
20,8,6.06994
20,9,5.41016
20,10,5.41016
20,11,6.06994
20,12,4.09061
20,13,4.75039
20,14,4.09061
20,15,5.41016
20,16,4.75039
20,17,4.75039
20,18,4.75039
20,19,4.09061
20,20,1.45151
20,21,2.77106
20,22,2.11128
20,23,1.45151
20,24,2.11128
20,25,2.77106
20,26,5.41016
20,27,4.75039
20,28,4.09061
20,29,4.09061
20,30,2.77106
20,31,5.41016
20,32,6.72971
20,33,6.06994
20,34,5.41016
20,35,4.75039
20,36,4.09061
20,37,3.43083
20,38,2.11128
20,39,2.11128
20,40,3.43083
20,41,2.77106
20,42,3.43083
20,43,4.09061
20,44,5.41016
20,45,4.09061
20,46,2.77106
20,47,4.09061
20,48,4.75039
20,49,6.72971
20,50,6.06994
20,51,6.72971
20,52,7.38949
