1,1,1.45151
1,2,1.45151
1,3,2.11128
1,4,11.3481
1,5,13.3275
1,6,11.3481
1,7,11.3481
1,8,10.0286
1,9,10.6884
1,10,9.36882
1,11,8.70904
1,12,8.04926
1,13,9.36882
1,14,7.38949
1,15,11.3481
1,16,8.04926
1,17,9.36882
1,18,11.3481
1,19,10.6884
1,20,6.72971
1,21,5.41016
1,22,6.06994
1,23,6.72971
1,24,7.38949
1,25,6.72971
1,26,9.36882
1,27,8.70904
1,28,7.38949
1,29,8.04926
1,30,8.04926
1,31,6.06994
1,32,6.72971
1,33,6.06994
1,34,5.41016
1,35,4.75039
1,36,4.09061
1,37,4.75039
1,38,5.41016
1,39,5.41016
1,40,4.09061
1,41,4.09061
1,42,4.75039
1,43,3.43083
1,44,2.11128
1,45,2.77106
1,46,3.43083
1,47,3.43083
1,48,2.77106
1,49,3.43083
1,50,2.77106
1,51,2.11128
1,52,2.11128
1,53,1.45151
1,54,4.09061
1,55,5.41016
1,56,4.75039
1,57,10.6884
1,58,14.647
1,59,13.9872
1,60,10.0286
1,61,12.6677
1,62,10.6884
1,63,6.72971
1,64,1.45151
1,65,3.43083
1,66,2.77106
1,67,3.43083
1,68,3.43083
1,69,2.11128
1,70,2.11128
1,71,4.09061
1,72,3.43083
1,73,2.77106
1,74,3.43083
1,75,2.77106
1,76,3.43083
1,77,4.09061
1,78,6.72971
1,79,2.77106
2,1,1.45151
2,2,1.45151
2,3,3.43083
2,4,14.647
2,5,15.3068
2,6,14.647
2,7,13.9872
2,8,13.3275
2,9,13.9872
2,10,12.6677
2,11,12.0079
2,12,11.3481
2,13,11.3481
2,14,10.6884
2,15,10.0286
2,16,9.36882
2,17,10.0286
2,18,10.6884
2,19,10.0286
2,20,6.06994
2,21,4.75039
2,22,5.41016
2,23,6.06994
2,24,6.72971
2,25,6.72971
2,26,9.36882
2,27,8.70904
2,28,7.38949
2,29,8.04926
2,30,8.70904
2,31,6.72971
2,32,7.38949
2,33,6.72971
2,34,6.06994
2,35,5.41016
2,36,4.75039
2,37,4.09061
2,38,4.75039
2,39,4.75039
2,40,8.04926
2,41,3.43083
2,42,4.75039
2,43,3.43083
2,44,2.77106
2,45,2.77106
2,46,2.77106
2,47,4.09061
2,48,3.43083
2,49,3.43083
2,50,2.77106
2,51,2.77106
2,52,2.77106
2,53,2.77106
2,54,4.75039
2,55,6.06994
2,56,5.41016
2,57,9.36882
2,58,16.6264
2,59,15.9666
2,60,12.0079
2,61,12.0079
2,62,10.0286
2,63,7.38949
2,64,1.45151
2,65,4.09061
2,66,3.43083
2,67,4.09061
2,68,2.77106
2,69,2.11128
2,70,2.11128
2,71,4.09061
2,72,3.43083
2,73,2.77106
2,74,3.43083
2,75,3.43083
2,76,4.09061
2,77,4.75039
2,78,5.41016
2,79,2.77106
3,1,2.11128
3,2,3.43083
3,3,1.45151
3,4,12.6677
3,5,13.3275
3,6,12.6677
3,7,12.0079
3,8,11.3481
3,9,12.0079
3,10,10.6884
3,11,10.0286
3,12,9.36882
3,13,9.36882
3,14,8.70904
3,15,8.04926
3,16,7.38949
3,17,8.04926
3,18,10.6884
3,19,10.0286
3,20,6.06994
3,21,4.75039
3,22,5.41016
3,23,6.06994
3,24,6.72971
3,25,6.72971
3,26,9.36882
3,27,8.70904
3,28,7.38949
3,29,8.04926
3,30,6.72971
3,31,6.72971
3,32,7.38949
3,33,6.72971
3,34,6.06994
3,35,5.41016
3,36,4.75039
3,37,4.09061
3,38,4.75039
3,39,8.70904
3,40,7.38949
3,41,4.09061
3,42,4.09061
3,43,2.77106
3,44,2.77106
3,45,2.11128
3,46,2.77106
3,47,4.09061
3,48,3.43083
3,49,4.09061
3,50,3.43083
3,51,3.43083
3,52,3.43083
3,53,2.77106
3,54,5.41016
3,55,6.72971
3,56,6.06994
3,57,7.38949
3,58,14.647
3,59,13.9872
3,60,10.0286
3,61,12.0079
3,62,10.0286
3,63,7.38949
3,64,1.45151
3,65,4.75039
3,66,5.41016
3,67,6.06994
3,68,4.09061
3,69,3.43083
3,70,2.11128
3,71,4.09061
3,72,3.43083
3,73,2.77106
3,74,3.43083
3,75,1.45151
3,76,2.11128
3,77,2.77106
3,78,3.43083
3,79,4.09061
4,1,11.3481
4,2,14.647
4,3,12.6677
4,4,1.45151
4,5,2.11128
4,6,1.45151
4,7,2.11128
4,8,2.77106
4,9,2.77106
4,10,3.43083
4,11,3.43083
4,12,4.09061
4,13,5.41016
4,14,4.75039
4,15,6.72971
4,16,6.06994
4,17,4.75039
4,18,4.75039
4,19,5.41016
4,20,9.36882
4,21,10.6884
4,22,10.0286
4,23,6.72971
4,24,5.41016
4,25,6.72971
4,26,8.04926
4,27,7.38949
4,28,6.72971
4,29,7.38949
4,30,6.06994
4,31,8.70904
4,32,14.647
4,33,13.9872
4,34,13.3275
4,35,12.6677
4,36,12.0079
4,37,11.3481
4,38,10.6884
4,39,7.38949
4,40,8.70904
4,41,8.04926
4,42,10.6884
4,43,8.70904
4,44,10.6884
4,45,11.3481
4,46,10.0286
4,47,12.0079
4,48,12.6677
4,49,12.0079
4,50,11.3481
4,51,12.0079
4,52,12.6677
4,53,12.0079
4,54,15.3068
4,55,16.6264
4,56,15.9666
4,57,6.06994
4,58,3.43083
4,59,2.77106
4,60,6.06994
4,61,6.06994
4,62,5.41016
4,63,8.04926
4,64,10.0286
4,65,14.647
4,66,13.9872
4,67,13.9872
4,68,15.3068
4,69,14.647
4,70,13.3275
4,71,10.6884
4,72,10.0286
4,73,9.36882
4,74,8.70904
4,75,12.0079
4,76,11.3481
4,77,8.04926
4,78,7.38949
4,79,15.3068
5,1,13.3275
5,2,15.3068
5,3,13.3275
5,4,2.11128
5,5,1.45151
5,6,2.11128
5,7,1.45151
5,8,2.77106
5,9,2.11128
5,10,3.43083
5,11,4.09061
5,12,4.75039
5,13,6.06994
5,14,5.41016
5,15,7.38949
5,16,6.72971
5,17,2.77106
5,18,4.09061
5,19,3.43083
5,20,7.38949
5,21,8.70904
5,22,8.04926
5,23,4.75039
5,24,4.75039
5,25,4.75039
5,26,7.38949
5,27,6.72971
5,28,6.06994
5,29,6.72971
5,30,6.72971
5,31,8.04926
5,32,12.6677
5,33,12.0079
5,34,11.3481
5,35,10.6884
5,36,10.0286
5,37,9.36882
5,38,8.70904
5,39,8.04926
5,40,9.36882
5,41,10.0286
5,42,11.3481
5,43,9.36882
5,44,12.0079
5,45,12.0079
5,46,10.0286
5,47,10.0286
5,48,10.6884
5,49,12.6677
5,50,12.0079
5,51,12.6677
5,52,14.647
5,53,13.9872
5,54,15.9666
5,55,17.2861
5,56,16.6264
5,57,6.72971
5,58,2.11128
5,59,1.45151
5,60,6.72971
5,61,5.41016
5,62,4.75039
5,63,7.38949
5,64,12.0079
5,65,15.3068
5,66,14.647
5,67,15.3068
5,68,15.9666
5,69,15.3068
5,70,13.9872
5,71,11.3481
5,72,10.6884
5,73,10.0286
5,74,9.36882
5,75,12.6677
5,76,12.0079
5,77,8.70904
5,78,8.04926
5,79,15.9666
6,1,11.3481
6,2,14.647
6,3,12.6677
6,4,1.45151
6,5,2.11128
6,6,1.45151
6,7,1.45151
6,8,2.11128
6,9,2.11128
6,10,2.77106
6,11,3.43083
6,12,4.09061
6,13,5.41016
6,14,4.75039
6,15,6.72971
6,16,6.06994
6,17,4.09061
6,18,4.09061
6,19,4.75039
6,20,8.70904
6,21,10.0286
6,22,9.36882
6,23,6.06994
6,24,4.75039
6,25,6.06994
6,26,7.38949
6,27,6.72971
6,28,6.06994
6,29,6.72971
6,30,6.06994
6,31,8.04926
6,32,13.9872
6,33,13.3275
6,34,12.6677
6,35,12.0079
6,36,11.3481
6,37,10.6884
6,38,10.0286
6,39,7.38949
6,40,8.70904
6,41,8.04926
6,42,10.6884
6,43,8.70904
6,44,10.6884
6,45,11.3481
6,46,10.0286
6,47,11.3481
6,48,12.0079
6,49,12.0079
6,50,11.3481
6,51,12.0079
6,52,12.6677
6,53,12.0079
6,54,15.3068
6,55,16.6264
6,56,15.9666
6,57,6.06994
6,58,2.77106
6,59,2.11128
6,60,6.06994
6,61,5.41016
6,62,4.75039
6,63,7.38949
6,64,10.0286
6,65,14.647
6,66,13.9872
6,67,13.9872
6,68,15.3068
6,69,14.647
6,70,13.3275
6,71,10.6884
6,72,10.0286
6,73,9.36882
6,74,8.70904
